character,frame,time_s,speed_m_s,distance_m,activated
Special Week,106,7.059600000000016,20.0,128.45645367894932,
Special Week,107,7.126200000000016,20.0,129.76545000437423,
Special Week,108,7.192800000000016,20.0,131.09745000437422,
Special Week,109,7.259400000000016,20.0,132.40633878318025,
Special Week,110,7.3260000000000165,20.0,133.7149803115839,
Special Week,111,7.392600000000017,20.0,135.0469803115839,
Special Week,112,7.459200000000017,20.0,136.3558469151759,
Special Week,113,7.525800000000017,20.0,137.66385067487812,
Special Week,114,7.592400000000017,20.0,138.9958376065534,
Special Week,115,7.659000000000018,20.0,140.30422722849775,
Special Week,116,7.725600000000018,20.0,141.61338517081205,
Special Week,117,7.792200000000018,20.0,142.94536649617714,
Special Week,118,7.858800000000018,20.0,144.25743717538128,
Special Week,119,7.925400000000018,20.0,145.57194170343527,
Special Week,120,7.992000000000019,20.0,146.90394170343527,
Special Week,121,8.058600000000018,20.0,148.23594170343526,
Special Week,122,8.125200000000017,20.0,149.46819428467063,
Special Week,123,8.191800000000017,20.0,150.80019428467062,
Special Week,124,8.258400000000016,20.0,151.9200597180007,
Special Week,125,8.325000000000015,20.0,153.25205971800068,
Special Week,126,8.391600000000015,20.0,154.39987925563673,
Special Week,127,8.458200000000014,20.0,155.54370800577178,
Special Week,128,8.524800000000013,20.0,156.87570800577177,
Special Week,129,8.591400000000013,20.0,158.05670829518132,
Special Week,130,8.658000000000012,20.0,159.23688559970415,
Special Week,131,8.724600000000011,20.0,160.5688255320689,
Special Week,132,8.79120000000001,20.0,161.77507620957314,
Special Week,133,8.85780000000001,20.0,163.10701298928385,
Special Week,134,8.92440000000001,20.0,164.32072012904922,
Special Week,135,8.991000000000009,20.0,165.53239663732083,
Special Week,136,9.057600000000008,20.0,166.86430226780945,
Special Week,137,9.124200000000007,20.0,168.09311596840791,
Special Week,138,9.190800000000007,20.0,169.32114232620222,
Special Week,139,9.257400000000006,20.0,170.65314232620221,
Special Week,140,9.324000000000005,20.0,171.8919621832831,
Special Week,141,9.390600000000004,20.0,173.2239621832831,
Special Week,142,9.457200000000004,20.0,174.46663265059277,
Special Week,143,9.523800000000003,20.0,175.70646688124185,
Special Week,144,9.590400000000002,20.0,177.03846688124185,
Special Week,145,9.657000000000002,20.0,178.28778342781436,
Special Week,146,9.723600000000001,20.0,179.53528685650573,
Special Week,147,9.7902,20.0,180.86723248688858,
Special Week,148,9.8568,20.0,182.1220448955394,
Special Week,149,9.923399999999999,20.0,183.3730798350722,
Special Week,150,9.989999999999998,20.0,184.70504247016905,
Special Week,151,10.056599999999998,20.0,185.96141218433525,
Special Week,152,10.123199999999997,20.0,187.2933862139074,
Special Week,153,10.189799999999996,20.0,188.55068430824906,
Special Week,154,10.256399999999996,20.0,189.80468492979287,
Special Week,155,10.322999999999995,20.0,191.13668492979286,
Special Week,156,10.389599999999994,20.0,192.39564359614218,
Special Week,157,10.456199999999994,20.0,193.65165382190196,
Special Week,158,10.522799999999993,20.0,194.98365382190195,
Special Week,159,10.589399999999992,20.0,196.24373268313195,
Special Week,160,10.655999999999992,20.0,197.49885129507706,
Special Week,161,10.722599999999991,20.0,198.83085129507705,
Special Week,162,10.78919999999999,20.0,200.08906528104797,
Special Week,163,10.85579999999999,20.0,201.34163460106947,
Special Week,164,10.922399999999989,20.0,202.6735605816741,
Special Week,165,10.988999999999988,20.0,203.92914540262703,
Special Week,166,11.055599999999988,20.0,205.26106303425095,
Special Week,167,11.122199999999987,20.0,206.51547814472772,
Special Week,168,11.188799999999986,20.0,207.76386027629923,
Special Week,169,11.255399999999986,20.0,209.09586027629922,
Special Week,170,11.321999999999985,20.0,210.346817361625,
Special Week,171,11.388599999999984,20.0,211.58952622399343,
Special Week,172,11.455199999999984,20.0,212.92152622399342,
Special Week,173,11.521799999999983,20.0,214.1663095881339,
Special Week,174,11.588399999999982,20.0,215.40165250090732,
Special Week,175,11.654999999999982,20.0,216.7335634859268,
Special Week,176,11.721599999999981,20.0,217.97105211589093,
Special Week,177,11.78819999999998,20.0,219.3030210337979,
Special Week,178,11.85479999999998,20.0,220.53563400501366,
Special Week,179,11.921399999999979,20.0,221.75381406344033,
Special Week,180,11.987999999999978,20.0,223.08581406344032,
Special Week,181,12.054599999999978,20.0,224.30528817043023,
Special Week,182,12.121199999999977,20.0,225.50790030951197,
Special Week,183,12.187799999999976,20.0,226.8398276653993,
Special Week,184,12.254399999999976,20.0,228.04406976834147,
Special Week,185,12.320999999999975,20.0,229.22395131840648,
Special Week,186,12.387599999999974,20.0,230.55595131840647,
Special Week,187,12.454199999999974,20.0,231.73576901387318,
Special Week,188,12.520799999999973,20.0,233.06776901387317,
Special Week,189,12.587399999999972,20.0,234.23364627474322,
Special Week,190,12.653999999999971,20.0,235.35891584210256,
Special Week,191,12.72059999999997,20.0,236.69091584210256,
Special Week,192,12.78719999999997,20.0,237.8152745010051,
Special Week,193,12.85379999999997,20.0,239.14727450100509,
Special Week,194,12.920399999999969,20.0,240.24658202313933,
Special Week,195,12.986999999999968,20.0,241.26625620189668,
Special Week,196,13.053599999999967,20.0,242.59825620189667,
Special Week,197,13.120199999999967,20.0,243.63931622708313,
Special Week,198,13.186799999999966,20.0,244.97131622708312,
Special Week,199,13.253399999999965,20.0,246.30331622708312,
Special Week,200,13.319999999999965,20.0,247.57327286566374,
Special Week,201,13.386599999999964,20.0,248.90527286566373,
Special Week,202,13.453199999999963,20.0,250.17109770058326,
Special Week,203,13.519799999999963,20.0,251.42366285991025,
Special Week,204,13.586399999999962,20.0,252.7555747757999,
Special Week,205,13.652999999999961,20.0,254.0043816978587,
Special Week,206,13.71959999999996,20.0,255.24258950759128,
Special Week,207,13.78619999999996,20.0,256.57458950759127,
Special Week,208,13.85279999999996,20.0,257.8141812663102,
Special Week,209,13.919399999999959,20.0,259.1461812663102,
Special Week,210,13.985999999999958,20.0,260.38142102433915,
Special Week,211,14.052599999999957,20.0,261.60588221530617,
Special Week,212,14.119199999999957,20.0,262.937791388433,
Special Week,213,14.185799999999956,20.0,264.1669002307167,
Special Week,214,14.252399999999955,20.0,265.38550240044384,
Special Week,215,14.318999999999955,20.0,266.717497880466,
Special Week,216,14.385599999999954,20.0,267.9420205591129,
Special Week,217,14.452199999999953,20.0,269.2740205591129,
Special Week,218,14.518799999999953,20.0,270.4968916216047,
Special Week,219,14.585399999999952,20.0,271.70874752646665,
Special Week,220,14.651999999999951,20.0,273.04074752646665,
Special Week,221,14.71859999999995,20.0,274.2595977728614,
Special Week,222,14.78519999999995,20.0,275.4667710712876,
Special Week,223,14.85179999999995,20.0,276.7987601640691,
Special Week,224,14.918399999999949,20.0,278.0140364831363,
Special Week,225,14.984999999999948,20.0,279.218051481076,
Special Week,226,15.051599999999947,20.0,280.5499810455866,
Special Week,227,15.118199999999947,20.0,281.7627842490592,
Special Week,228,15.184799999999946,20.0,283.09469621007884,
Special Week,229,15.251399999999945,20.0,284.30633093384455,
Special Week,230,15.317999999999945,20.0,285.50583732105684,
Special Week,231,15.384599999999944,20.0,286.83783732105684,
Special Week,232,15.451199999999943,20.0,288.04701968109447,
Special Week,233,15.517799999999943,20.0,289.24397004037456,
Special Week,234,15.584399999999942,20.0,290.57597004037456,
Special Week,235,15.650999999999941,20.0,291.7832081264868,
Special Week,236,15.71759999999994,20.0,293.1152081264868,
Special Week,237,15.78419999999994,20.0,294.3215881578175,
Special Week,238,15.85079999999994,20.0,295.5149533604734,
Special Week,239,15.917399999999938,20.0,296.8469071118072,
Special Week,240,15.983999999999938,20.0,298.05166976048565,
Special Week,241,16.05059999999994,20.0,299.2435504119084,
Special Week,242,16.11719999999994,20.03095288290289,300.5754754727312,序盤巧者
Special Week,243,16.18379999999994,20.061905765805783,301.7804783882589,
Special Week,244,16.250399999999942,20.092858648708674,303.1165471835212,
Special Week,245,16.316999999999943,20.123811531611565,304.3251554970741,
Special Week,246,16.383599999999944,20.15,305.52258295483585,
Special Week,247,16.450199999999946,20.15,306.86457295483586,
Special Week,248,16.516799999999947,20.15,308.07572889843226,
Special Week,249,16.583399999999948,20.15,309.2741674021152,
Special Week,250,16.64999999999995,20.15,310.6161574021152,
Special Week,251,16.71659999999995,20.15,311.82672452242537,
Special Week,252,16.78319999999995,20.15,313.1687145224254,
Special Week,253,16.849799999999952,20.15,314.3787633499018,
Special Week,254,16.916399999999953,20.15,315.57556976590996,
Special Week,255,16.982999999999954,20.15,316.917504962353,
Special Week,256,17.049599999999955,20.15,318.1273016122453,
Special Week,257,17.116199999999957,20.15,319.3235863909748,
Special Week,258,17.182799999999958,20.15,320.66553462816734,
Special Week,259,17.24939999999996,20.15,321.8745714666221,
Special Week,260,17.31599999999996,20.15,323.21654252261214,
Special Week,261,17.38259999999996,20.15,324.42545377937535,
Special Week,262,17.449199999999962,20.15,325.62173335087243,
Special Week,263,17.515799999999963,20.15,326.96372335087244,
Special Week,264,17.582399999999964,20.15,328.17315890626577,
Special Week,265,17.648999999999965,20.15,329.3697301239682,
Special Week,266,17.715599999999966,20.15,330.71172012396823,
Special Week,267,17.782199999999968,20.15,331.92141596729493,
Special Week,268,17.84879999999997,20.15,333.26340596729494,
Special Week,269,17.91539999999997,20.096719999999998,334.47314903333626,
Special Week,270,17.98199999999997,20.043439999999997,335.6670062829357,
Special Week,271,18.048599999999972,19.990159999999996,337.0018993869357,
Special Week,272,18.115199999999973,19.936879999999995,338.2017714509509,
Special Week,273,18.181799999999974,19.883599999999994,339.3855057298334,
Special Week,274,18.248399999999975,19.830319999999993,340.7097534898334,
Special Week,275,18.314999999999976,19.777039999999992,341.9000147716335,
Special Week,276,18.381599999999978,19.75,343.2171656356335,
Special Week,277,18.44819999999998,19.75,344.40256557481047,
Special Week,278,18.51479999999998,19.75,345.57579240066354,
Special Week,279,18.58139999999998,19.75,346.89114240066357,
Special Week,280,18.647999999999982,19.75,348.0776690320835,
Special Week,281,18.714599999999983,19.75,349.25222323978767,
Special Week,282,18.781199999999984,19.75,350.5675732397877,
Special Week,283,18.847799999999985,19.75,351.75523477575047,
Special Week,284,18.914399999999986,19.75,353.07056921374055,
Special Week,285,18.980999999999987,19.75,354.25873593415065,
Special Week,286,19.04759999999999,19.75,355.4354023100787,
Special Week,287,19.11419999999999,19.75,356.7507363352104,
Special Week,288,19.18079999999999,19.75,357.9402691926222,
Special Week,289,19.247399999999992,19.75,359.25561919262225,
Special Week,290,19.313999999999993,19.75,360.446362983439,
Special Week,291,19.380599999999994,19.75,361.62642883010255,
Special Week,292,19.447199999999995,19.75,362.9417788301026,
Special Week,293,19.513799999999996,19.75,364.1344066938723,
Special Week,294,19.580399999999997,19.75,365.3168183400662,
Special Week,295,19.647,19.75,366.63216834006624,
Special Week,296,19.7136,19.75,367.82674205838595,
Special Week,297,19.7802,19.69672,369.14209205838597,
Special Week,298,19.8468,19.64344,370.33423671667515,
Special Week,299,19.913400000000003,19.6,371.51312284895715,
Special Week,300,19.980000000000004,19.6,372.81848284895716,
Special Week,301,20.046600000000005,19.6,374.0058408502257,
Special Week,302,20.113200000000006,19.6,375.1836253362246,
Special Week,303,20.179800000000007,19.6,376.488962973222,
Special Week,304,20.24640000000001,19.6,377.67856769162927,
Special Week,305,20.31300000000001,19.6,378.98391450937623,
Special Week,306,20.37960000000001,19.6,380.17470014748056,
Special Week,307,20.44620000000001,19.6,381.3568607984381,
Special Week,308,20.512800000000013,19.6,382.6622207984381,
Special Week,309,20.579400000000014,19.6,383.8555499829012,
Special Week,310,20.646000000000015,19.6,385.1609099829012,
Special Week,311,20.712600000000016,19.6,386.3553009725554,
Special Week,312,20.779200000000017,19.6,387.54167888312463,
Special Week,313,20.84580000000002,19.6,388.84703888312464,
Special Week,314,20.91240000000002,19.6,390.0438910635935,
Special Week,315,20.97900000000002,19.6,391.2329068135488,
Special Week,316,21.04560000000002,19.6,392.53826681354883,
Special Week,317,21.112200000000023,19.6,393.7373223317526,
Special Week,318,21.178800000000024,19.6,395.0426661828552,
Special Week,319,21.245400000000025,19.6,396.24280948136527,
Special Week,320,21.312000000000026,19.6,397.4358673344502,
Special Week,321,21.378600000000027,19.6,398.74122733445023,
Special Week,322,21.44520000000003,19.6,399.94372058619587,
Special Week,323,21.51180000000003,19.6,401.2490805861959,
Special Week,324,21.57840000000003,19.6,402.44962156456154,
Special Week,325,21.64500000000003,19.6,403.6634506985285,
Special Week,326,21.711600000000033,19.6,404.9688070089357,
Special Week,327,21.778200000000034,19.6,406.2328525869401,
Special Week,328,21.844800000000035,19.6,407.5382125869401,
Special Week,329,21.911400000000036,19.6,408.8435315536694,
Special Week,330,21.978000000000037,19.6,410.1477679709298,
Special Week,331,22.044600000000038,19.6,411.45174879518527,
Special Week,332,22.11120000000004,19.6,412.7570719236961,
Special Week,333,22.17780000000004,19.6,414.0612212241139,
Special Week,334,22.24440000000004,19.6,415.3653798394745,
Special Week,335,22.311000000000043,19.6,416.67071430015983,
Special Week,336,22.377600000000044,19.6,417.97479675352344,
Special Week,337,22.444200000000045,19.6,419.280155092395,
Special Week,338,22.510800000000046,19.6,420.5842610577941,
Special Week,339,22.577400000000047,19.6,421.88844177171745,
Special Week,340,22.644000000000048,19.6,423.1937963886759,
Special Week,341,22.71060000000005,19.6,424.4978932532179,
Special Week,342,22.77720000000005,19.6,425.8020000280342,
Special Week,343,22.84380000000005,19.6,427.1073600280342,
Special Week,344,22.910400000000053,19.6,428.41155057568335,
Special Week,345,22.977000000000054,19.6,429.7157490609452,
Special Week,346,23.043600000000055,19.6,431.0211090609452,
Special Week,347,23.110200000000056,19.6,432.32521738905336,
Special Week,348,23.176800000000057,19.6,433.6294078144477,
Special Week,349,23.243400000000058,19.6,434.9347678144477,
Special Week,350,23.31000000000006,19.6,436.2388978091784,
Special Week,351,23.37660000000006,19.6,437.5430144843079,
Special Week,352,23.44320000000006,19.6,438.8483744843079,
Special Week,353,23.509800000000062,19.6,440.1525828227585,
Special Week,354,23.576400000000064,19.6,441.456788922948,
Special Week,355,23.643000000000065,19.6,442.76214892294803,
Special Week,356,23.709600000000066,19.6,444.0663013611501,
Special Week,357,23.776200000000067,19.6,445.3704318826502,
Special Week,358,23.842800000000068,19.6,446.67579188265023,
Special Week,359,23.90940000000007,19.6,447.9799595650808,
Special Week,360,23.97600000000007,19.6,449.2853195650808,
Special Week,361,24.04260000000007,19.6,450.58953122006216,
Special Week,362,24.109200000000072,19.6,451.89365621942295,
Special Week,363,24.175800000000073,19.6,453.19901621942296,
Special Week,364,24.242400000000075,19.6,454.50322845199827,
Special Week,365,24.309000000000076,19.6,455.8075185003034,
Special Week,366,24.375600000000077,19.6,457.1128785003034,
Special Week,367,24.442200000000078,19.6,458.4169205641349,
Special Week,368,24.50880000000008,19.6,459.72117268025534,
Special Week,369,24.57540000000008,19.6,461.02653268025534,
Special Week,370,24.64200000000008,19.6,462.3306687399995,
Special Week,371,24.708600000000082,19.6,463.63486818709555,
Special Week,372,24.775200000000083,19.6,464.94022818709556,
Special Week,373,24.841800000000084,19.6,466.24444350985635,
Special Week,374,24.908400000000086,19.6,467.54855906981123,
Special Week,375,24.975000000000087,19.6,468.85391906981124,
Special Week,376,25.041600000000088,19.6,470.1581199523419,
Special Week,377,25.10820000000009,19.6,471.46230418926007,
Special Week,378,25.17480000000009,19.6,472.7676641892601,
Special Week,379,25.24140000000009,19.6,474.0717870157563,
Special Week,380,25.308000000000092,19.6,475.37592542277883,
Special Week,381,25.374600000000093,19.6,476.68128542277884,
Special Week,382,25.441200000000094,19.6,477.98546568323695,
Special Week,383,25.507800000000096,19.6,479.29082568323696,
Special Week,384,25.574400000000097,19.6,480.5951609212576,
Special Week,385,25.641000000000098,19.6,481.8993482861019,
Special Week,386,25.7076000000001,19.6,483.2046986819229,
Special Week,387,25.7742000000001,19.6,484.50911535799884,
Special Week,388,25.8408000000001,19.6,485.81347957093635,
Special Week,389,25.907400000000102,19.6,487.11883957093636,
Special Week,390,25.974000000000103,19.6,488.42329452153854,
Special Week,391,26.040600000000104,19.6,489.72788137986504,
Special Week,392,26.107200000000105,19.6,491.03324137986505,
Special Week,393,26.173800000000107,19.6,492.33776257990075,
Special Week,394,26.240400000000108,19.6,493.6423646613539,
Special Week,395,26.30700000000011,19.6,494.9477246613539,
Special Week,396,26.37360000000011,19.6,496.25249968172295,
Special Week,397,26.44020000000011,19.6,497.5571883403686,
Special Week,398,26.506800000000112,19.6,498.8625483403686,
Special Week,399,26.573400000000113,19.6,500.1674094296894,
Special Week,400,26.640000000000114,19.6,501.4722666239988,
Special Week,401,26.706600000000115,19.6,502.7776266239988,
Special Week,402,26.773200000000116,19.6,504.082662744512,
Special Week,403,26.839800000000118,19.6,505.387504001179,
Special Week,404,26.90640000000012,19.6,506.69286400117903,
Special Week,405,26.97300000000012,19.6,507.9980276703372,
Special Week,406,27.03960000000012,19.6,509.3033805986926,
Special Week,407,27.106200000000122,19.6,510.60855308248836,
Special Week,408,27.172800000000123,19.6,511.91361739493396,
Special Week,409,27.239400000000124,19.6,513.218977394934,
Special Week,410,27.306000000000125,19.6,514.5242570675001,
Special Week,411,27.372600000000126,19.6,515.8294587753413,
Special Week,412,27.439200000000127,19.6,517.1348187753413,
Special Week,413,27.50580000000013,19.6,518.4401787753412,
Special Week,414,27.57240000000013,19.6,519.7455387753412,
Special Week,415,27.63900000000013,19.6,521.0508987753411,
Special Week,416,27.705600000000132,19.6,522.3562587753411,
Special Week,417,27.772200000000133,19.6,523.661618775341,
Special Week,418,27.838800000000134,19.6,524.966978775341,
Special Week,419,27.905400000000135,19.6,526.2723387753409,
Special Week,420,27.972000000000136,19.6,527.5776987753409,
Special Week,421,28.038600000000137,19.6,528.8830587753408,
Special Week,422,28.10520000000014,19.6,530.1884187753408,
Special Week,423,28.17180000000014,19.6,531.4937787753407,
Special Week,424,28.23840000000014,19.6,532.7991387753407,
Special Week,425,28.305000000000142,19.6,534.1044987753406,
Special Week,426,28.371600000000143,19.6,535.4098587753406,
Special Week,427,28.438200000000144,19.6,536.7152187753405,
Special Week,428,28.504800000000145,19.6,538.0205787753405,
Special Week,429,28.571400000000146,19.6,539.3259387753404,
Special Week,430,28.638000000000147,19.6,540.6312987753404,
Special Week,431,28.70460000000015,19.6,541.9366587753403,
Special Week,432,28.77120000000015,19.6,543.2420102826161,
Special Week,433,28.83780000000015,19.6,544.547370282616,
Special Week,434,28.90440000000015,19.6,545.852730282616,
Special Week,435,28.971000000000153,19.6,547.158090282616,
Special Week,436,29.037600000000154,19.6,548.4634502826159,
Special Week,437,29.104200000000155,19.6,549.7688102826158,
Special Week,438,29.170800000000156,19.6,551.0741702826158,
Special Week,439,29.237400000000157,19.6,552.3795302826157,
Special Week,440,29.30400000000016,19.6,553.6848902826157,
Special Week,441,29.37060000000016,19.6,554.9902502826156,
Special Week,442,29.43720000000016,19.6,556.2900739945272,
Special Week,443,29.50380000000016,19.6,557.5911384832583,
Special Week,444,29.570400000000163,19.6,558.8964984832583,
Special Week,445,29.637000000000164,19.6,560.1979101505306,
Special Week,446,29.703600000000165,19.6,561.4996718144689,
Special Week,447,29.770200000000166,19.6,562.8050318144689,
Special Week,448,29.836800000000167,19.6,564.106915557548,
Special Week,449,29.90340000000017,19.6,565.4093123986115,
Special Week,450,29.97000000000017,19.6,566.7146723986115,
Special Week,451,30.03660000000017,19.6,568.017112442342,
Special Week,452,30.10320000000017,19.6,569.3200312659412,
Special Week,453,30.169800000000173,19.6,570.6253635508585,
Special Week,454,30.236400000000174,19.6,571.928533447976,
Special Week,455,30.303000000000175,19.6,573.2338934479759,
Special Week,456,30.369600000000176,19.6,574.537299476382,
Special Week,457,30.436200000000177,19.6,575.8410477432564,
Special Week,458,30.502800000000178,19.6,577.1464076992564,
Special Week,459,30.56940000000018,19.6,578.4503952104645,
Special Week,460,30.63600000000018,19.6,579.7542184210275,
Special Week,461,30.70260000000018,19.6,581.0595784210275,
Special Week,462,30.769200000000183,19.6,582.3633834078939,
Special Week,463,30.835800000000184,19.6,583.6672610683883,
Special Week,464,30.902400000000185,19.6,584.9726210683882,
Special Week,465,30.969000000000186,19.6,586.2765354124632,
Special Week,466,31.035600000000187,19.6,587.5804320342768,
Special Week,467,31.102200000000188,19.6,588.8857920342767,
Special Week,468,31.16880000000019,19.6,590.1899041668614,
Special Week,469,31.23540000000019,19.6,591.4939092490467,
Special Week,470,31.30200000000019,19.6,592.7992692490467,
Special Week,471,31.368600000000193,19.6,594.1034469153536,
Special Week,472,31.435200000000194,19.6,595.4076441256926,
Special Week,473,31.501800000000195,19.6,596.7130041256926,
Special Week,474,31.568400000000196,19.6,598.0171618921895,
Special Week,475,31.635000000000197,19.6,599.3215514450601,
Special Week,476,31.701600000000198,19.6,600.62691144506,
Special Week,477,31.7682000000002,19.6,601.9313063943149,
Special Week,478,31.8348000000002,19.6,603.2366663943149,
Special Week,479,31.9014000000002,19.6,604.5412222455709,
Special Week,480,31.968000000000202,19.6,605.8454391550301,
Special Week,481,32.034600000000204,19.6,607.1507991550301,
Special Week,482,32.101200000000205,19.6,608.4541869885778,
Special Week,483,32.167800000000206,19.6,609.7576620397138,
Special Week,484,32.23440000000021,19.6,611.0629556864372,
Special Week,485,32.30100000000021,19.6,612.3683156864372,
Special Week,486,32.36760000000021,19.6,613.672263511324,
Special Week,487,32.43420000000021,19.6,614.9776095445147,
Special Week,488,32.50080000000021,19.6,616.2826600491238,
